brapa_gene	agi	identity	evalue	bitscore
BRA001031	AT3G02140	67.4	2.99e-130	371
BRA001034	AT3G02170	70.3	0	1083
BRA001035	AT3G02180	83.5	8.93e-42	137
BRA001038	AT3G02250	93.2	0	979
BRA001039	AT3G02280	86.2	0	1090
BRA001045	AT3G02460	92.7	3.41e-236	644
BRA001046	AT3G02470	93.2	2.53e-252	689
BRA001047	AT3G02490	80.5	0	1042
BRA001048	AT3G02500	64.4	1.35e-101	297
BRA001050	AT3G02540	81.9	2.65e-200	558
BRA001057	AT3G02630	95.5	1.59e-282	765
BRA001061	AT3G02760	78	0	1256
BRA001063	AT3G02780	88.4	8.46e-182	501
BRA001065	AT3G02810	68.4	8.48e-231	648
BRA001070	AT3G02970	80.5	2.57e-188	521
BRA001074	AT3G03160	95.4	2.23e-84	242
BRA001075	AT3G03170	83.2	2.79e-78	228
BRA001078	AT3G03470	88.5	0	898
BRA001079	AT3G03490	84.5	4.66e-131	369
BRA001080	AT3G03550	64.4	1.35e-116	340
BRA001082	AT3G03560	66.3	1.34e-199	561
BRA001083	AT3G03570	88.8	0	1055
BRA001084	AT3G03670	80.5	8.09e-186	514
BRA001085	AT3G03710	88.1	0	1548
BRA001089	AT3G03770	89.3	0	1105
BRA001090	AT3G03780	92.8	0	1431
BRA001092	AT3G03860	83.8	2.86e-178	493
BRA001093	AT4G04220	68.6	2.93e-90	301
BRA001095	AT3G04050	79.6	1.98e-276	758
BRA001096	AT3G04160	57.4	2.08e-232	661
BRA001097	AT3G04150	74.7	3.85e-128	361
BRA001099	AT3G04280	80.4	1.07e-72	213
BRA001100	AT3G04290	96.2	1.11e-260	707
BRA001102	AT3G04310	72.5	1.02e-75	227
BRA001106	AT3G04480	85.2	0	1210
BRA001110	AT3G04620	90.8	1.52e-73	217
BRA001111	AT3G04610	90.3	8.94e-234	649
BRA001114	AT3G04600	91.7	2.15e-273	747
BRA001116	AT3G04650	91.4	0	882
BRA001117	AT3G04670	80.7	2.9e-180	500
BRA001118	AT3G04680	88.3	1.93e-287	781
BRA001119	AT3G04700	83.9	2.87e-96	277
BRA001120	AT3G04710	79.4	5.67e-214	605
BRA001123	AT3G04720	89.3	2.42e-142	395
BRA001124	AT3G04810	87.6	0	986
BRA001125	AT3G04820	84.8	0	1114
BRA001126	AT3G04830	92.4	7.13e-200	548
BRA001128	AT3G04850	54.7	1.29e-192	552
BRA001131	AT3G04940	89.7	3.11e-199	551
BRA001132	AT3G04950	86.5	4.59e-131	369
BRA001133	AT3G05010	93.4	6.24e-209	571
BRA001143	AT3G05280	94.7	1.39e-191	525
BRA001144	AT3G05290	87	6.61e-185	512
BRA001149	AT3G05490	90.6	8.72e-72	209
BRA001150	AT3G05510	73.8	2.03e-231	639
BRA001153	AT3G05545	82.5	6.26e-253	692
BRA001154	AT3G05560	97.6	5.59e-82	235
BRA001155	AT3G05580	93.7	1.76e-226	617
BRA001156	AT3G05590	97.9	7.99e-126	351
BRA001158	AT3G05625	88.5	6.32e-172	474
BRA001159	AT3G05670	80.2	2.01e-271	759
BRA001163	AT3G05680	87.3	0	3475
BRA001164	AT3G05690	78.6	2.85e-152	428
BRA001169	AT3G05840	96.1	7.82e-299	807
BRA001170	AT3G05858	92.2	3.7e-53	160
BRA001172	AT3G05910	94.2	3.48e-303	819
BRA001174	AT5G26360	96.4	0	1053
BRA001175	AT5G46270	57.7	0	1153
BRA001177	AT3G05970	94.3	0	1308
BRA001178	AT3G06020	61.8	1.33e-101	298
BRA001182	AT3G06080	81.1	1.61e-288	786
BRA001183	AT3G06120	91.8	6.14e-125	350
BRA001186	AT3G06190	90.6	1.17e-270	736
BRA001187	AT3G06240	68.9	2.5e-130	375
BRA001188	AT3G06260	94	1.38e-252	685
BRA001189	AT3G06270	86.7	1.26e-222	610
BRA001190	AT3G06290	77.1	0	2325
BRA001196	AT3G06410	82	6.62e-176	500
BRA001197	AT3G06420	91.6	5.07e-78	225
BRA001198	AT3G06450	91.3	0	1324
BRA001200	AT3G06480	75.8	0	1319
BRA001201	AT3G06483	86.9	5.58e-251	684
BRA001203	AT3G06530	81.9	0	3456
BRA001207	AT4G13010	93.3	6.55e-223	608
BRA001208	AT3G66652	52.7	7.08e-287	834
BRA001209	AT3G66656	69.1	4.79e-77	227
BRA001214	AT3G06760	72.9	1.12e-97	282
BRA001215	AT3G06770	83.7	2.74e-275	751
BRA001216	AT3G06778	80.3	2.35e-131	369
BRA001220	AT3G06850	77.9	4.11e-265	729
BRA001223	AT3G06880	76.2	0	1902
BRA001224	AT3G06890	78.1	6.19e-60	180
BRA001225	AT3G06920	72.1	7.4e-87	296
BRA001227	AT3G06950	87.3	9.31e-206	565
BRA001229	AT3G07020	87.7	0	1090
BRA001230	AT3G07030	78.7	3.73e-74	229
BRA001232	AT3G07050	86.4	0	885
BRA001234	AT3G07080	82.4	7.67e-242	665
BRA001241	AT3G07195	65.3	3.4e-67	206
BRA001242	AT3G07255	66.8	2.68e-119	343
BRA001246	AT3G07330	92.5	0	1239
BRA001251	AT3G07425	85.7	3.8e-61	181
BRA001253	AT3G07470	70.9	6.52e-82	239
BRA001254	AT3G07490	90.2	5.5e-96	273
BRA001261	AT3G07600	63.8	9e-58	176
BRA001263	AT3G07640	79.7	4.33e-136	382
BRA001269	AT3G07840	81	1.73e-244	669
BRA001271	AT3G07860	92.5	6.81e-104	294
BRA001273	AT3G07870	87.1	1.93e-271	738
BRA001275	AT3G07890	95.5	2.17e-282	765
BRA001281	AT3G08010	89.9	6.9e-241	658
BRA001283	AT3G08040	80.3	6.05e-268	739
BRA001287	AT3G10180	80.1	0	1762
BRA001288	AT3G10140	82.6	1.07e-217	600
BRA001289	AT3G10050	83.3	0	975
BRA001290	AT3G10040	69.4	1.91e-156	448
BRA001292	AT3G09980	89.7	9.97e-91	262
BRA001294	AT3G09925	81.3	3.4e-101	288
BRA001295	AT3G09890	80.5	9.49e-78	231
BRA001296	AT3G09880	90.4	0	882
BRA001298	AT4G08520	94.4	1.28e-113	320
BRA001301	AT3G09670	55.2	3.45e-106	326
BRA001303	AT3G09590	75.3	5.51e-109	309
BRA001304	AT3G09550	95.2	3.8e-278	772
BRA001305	AT3G09530	70.3	1.6e-302	835
BRA001308	AT3G09400	67.2	3.99e-294	817
BRA001312	AT3G09360	74.4	2.46e-267	744
BRA001315	AT3G09330	81.9	7.04e-299	817
BRA001318	AT3G09290	74.6	1.23e-78	231
BRA001319	AT3G09280	75.9	2.77e-58	174
BRA001320	AT3G09260	90.5	0	1018
BRA001324	AT3G09200	94.8	3.65e-191	528
BRA001325	AT3G09150	84.7	5e-198	545
BRA001326	AT3G09070	71.5	1.51e-259	729
BRA001327	AT3G09060	84.7	2.23e-73	250
BRA001333	AT3G09010	86.3	1.47e-239	656
BRA001337	AT3G08910	89.2	1.41e-210	577
BRA001338	AT3G08900	94.2	1.27e-269	729
BRA001341	AT3G08860	86.2	2.54e-300	816
BRA001342	AT3G08850	91.9	0	2434
BRA001344	AT3G08840	83.4	0	1491
BRA001347	AT3G08690	98	4.11e-109	306
BRA001349	AT3G08660	77.5	1.47e-303	834
BRA001350	AT3G08650	93.5	0	1068
BRA001352	AT3G08600	76.9	1.42e-155	437
BRA001353	AT3G11060	55.9	4.17e-62	191
BRA001354	AT3G10330	98.7	2.6e-225	613
BRA001355	AT3G10360	84.6	0	1275
BRA001357	AT3G10390	83.4	0	1422
BRA001358	AT3G10405	77.8	1.48e-106	305
BRA001359	AT3G10410	83.1	1.67e-316	861
BRA001369	AT3G10572	78.8	1.58e-176	491
BRA001370	AT1G66245	63.4	4.36e-102	298
BRA001371	AT3G10640	88.1	4.49e-144	401
BRA001372	AT3G10650	65.6	0	1356
BRA001373	AT3G10660	80.1	0	902
BRA001374	AT3G10690	80.8	0	1414
BRA001380	AT3G10780	71.1	1.95e-104	300
BRA001384	AT3G10986	82.1	7.88e-70	207
BRA001389	AT3G11070	83.2	6.52e-317	862
BRA001395	AT3G13590	63.3	1.12e-225	630
BRA001396	AT3G11230	93.8	2.37e-90	258
BRA001399	AT3G11330	85.5	2.05e-153	446
BRA001400	AT3G11380	58.3	7.01e-201	578
BRA001401	AT3G11400	84.4	1.77e-193	532
BRA001405	AT3G11480	83	9.09e-231	633
BRA001407	AT3G11530	96.5	6.11e-76	220
BRA001409	AT3G11550	86.8	1.99e-116	329
BRA001410	AT3G11570	88.6	1.5e-293	795
BRA001414	AT3G11620	84.8	3.17e-192	530
BRA001417	AT3G11720	62	4.26e-201	572
BRA001418	AT3G11730	97.1	1.59e-141	392
BRA001419	AT3G11740	89.7	1.21e-128	359
BRA001421	AT3G11800	87	1.11e-154	429
BRA001422	AT3G11820	88.4	5.43e-174	486
BRA001425	AT3G11900	91.6	2.15e-283	770
BRA001429	AT3G11945	85	1.03e-221	610
BRA001430	AT3G11950	74.6	1.17e-222	631
BRA001434	AT4G13090	71.9	1.49e-158	442
BRA001435	AT3G12010	83.3	0	917
BRA001437	AT3G12140	79.5	4.31e-187	520
BRA001444	AT3G12260	95.5	3.26e-92	262
BRA001447	AT3G12290	91.7	8.62e-195	535
BRA001448	AT3G12300	95.2	2.68e-132	368
BRA001451	AT3G12400	80.9	2.43e-220	609
BRA001455	AT3G12530	88.6	1.09e-132	370
BRA001456	AT3G12540	80.5	6.04e-314	859
BRA001460	AT3G12610	90.5	1.05e-90	276
BRA001462	AT3G12640	72.8	1.89e-302	836
BRA001463	AT3G12650	74.5	2.66e-107	308
BRA001464	AT3G12660	67.9	2.66e-66	206
BRA001466	AT3G12700	77.8	4.38e-241	665
BRA001468	AT3G12760	92	4.28e-170	468
BRA001470	AT3G12780	95.9	1.03e-315	856
BRA001471	AT3G12800	89.6	1.8e-193	531
BRA001474	AT3G12860	93.3	5.31e-298	813
BRA001476	AT3G12900	86	6.08e-233	636
BRA001480	AT3G12977	80	5.71e-164	455
BRA001482	AT3G13000	84	0	929
BRA001486	AT3G13062	83.6	3.31e-233	642
BRA001490	AT3G13080	84.8	0	2393
BRA001492	AT3G13160	82.9	1.84e-115	342
BRA001494	AT3G13227	79.4	9.62e-51	155
BRA001495	AT3G13229	78.7	2.74e-161	449
BRA001496	AT3G13235	90.3	3.42e-258	708
BRA001500	AT3G13330	92.4	0	3290
BRA001501	AT3G13340	92.2	1.01e-305	828
BRA001502	AT3G13360	58.2	6.28e-150	436
BRA001503	AT3G13390	94.2	0	1107
BRA001507	AT3G13470	95	0	1064
BRA001510	AT3G13530	87.9	0	2292
BRA001519	AT3G13672	69.3	7.33e-119	337
BRA001522	AT3G13800	85.9	1.88e-221	607
BRA001524	AT3G13860	94.1	0	1006
BRA001525	AT3G13870	91.8	0	1420
BRA001526	AT3G13882	62.1	1.55e-55	172
BRA001529	AT3G13898	69.1	3.92e-54	165
BRA001538	AT3G14190	79	6.87e-101	290
BRA001539	AT3G14200	82.1	5.69e-118	335
BRA001542	AT3G14240	93.2	0	1401
BRA001545	AT3G14270	86.5	0	3016
BRA001549	AT3G14395	85.3	9.79e-40	125
BRA001550	AT3G14415	94.4	5.77e-249	678
BRA001554	AT3G14450	86	1.45e-188	521
BRA001555	AT3G32030	68	1.28e-297	821
BRA001556	AT3G29430	83.9	9.53e-205	565
BRA001557	AT3G14490	78.6	0	963
BRA001558	AT3G14595	66.7	2.04e-53	163
BRA001565	AT3G14810	79.8	0	1301
BRA001569	AT3G14850	86.8	5.45e-237	646
BRA001570	AT3G14860	79.4	2.31e-257	709
BRA001575	AT3G14940	96.8	0	1869
BRA001576	AT3G14960	89	1.52e-221	606
BRA001581	AT3G15060	93.6	4.14e-143	397
BRA001584	AT3G15120	72.8	0	2480
BRA001585	AT3G15160	94.5	0	1049
BRA001586	AT3G15170	81.2	3.5e-176	489
BRA001588	AT3G15210	79.6	8.15e-115	326
BRA001590	AT3G15340	65.3	2.65e-231	651
BRA001593	AT3G15370	79.6	2.35e-166	460
BRA001595	AT3G15460	88.3	9.85e-209	572
BRA001599	AT3G15570	79.2	1.6e-245	676
BRA001600	AT3G15630	67.8	3.19e-40	129
BRA001605	AT3G15720	80.1	1.25e-267	732
BRA001606	AT3G15810	90	1.87e-143	398
BRA001609	AT3G15850	85.9	8.62e-236	645
BRA001611	AT3G15870	75.8	1.3e-206	570
BRA001618	AT3G16000	65.8	1.31e-125	390
BRA001623	AT2G16005	61.3	2.02e-38	127
BRA001631	AT3G16430	80.1	3.75e-176	488
BRA001636	AT3G16570	85.5	3.79e-74	216
BRA001645	AT3G16950	88.3	0	1052
BRA001646	AT3G16990	84.6	1.39e-134	376
BRA001648	AT3G17010	55.1	1.24e-100	296
BRA001658	AT3G17300	94.5	1.75e-56	168
BRA001659	AT3G17365	70.1	3.81e-123	350
BRA001660	AT3G17380	88.9	2.46e-193	531
BRA001663	AT3G17440	95.9	4.08e-176	485
BRA001664	AT3G17470	90.3	0	999
BRA001667	AT3G17570	50.5	4.9e-112	332
BRA001668	AT1G48325	55.2	3.3e-20	76.3
BRA001671	AT3G17609	91.3	1.39e-69	206
BRA001672	AT3G17630	87.3	0	1350
BRA001673	AT3G17640	87.7	5.99e-129	376
BRA001679	AT3G17710	64.7	4.38e-177	496
BRA001688	AT3G17900	85.1	0	1337
BRA001692	AT3G17970	84.6	0	892
BRA001693	AT3G17980	92.1	1.06e-116	327
BRA001694	AT3G18010	75.6	3.55e-183	510
BRA001695	AT3G18030	93.2	8.53e-148	409
BRA001697	AT3G18050	77.2	6e-179	498
BRA001699	AT3G18200	91.1	1.22e-223	613
BRA001703	AT3G18300	69.9	2.63e-113	326
BRA001704	AT3G18390	82.1	0	1285
BRA001709	AT3G18524	91.4	0	1706
BRA001710	AT3G18550	70.1	5.65e-176	498
BRA001712	AT3G18590	80.2	2.54e-92	266
BRA001714	AT3G18620	87	7.55e-211	579
BRA001721	AT3G18773	76.5	5.35e-114	324
BRA001723	AT3G18810	83.7	3.18e-243	690
BRA001725	AT3G18830	87.9	0	913
BRA001728	AT3G18950	83.5	6.2e-239	660
BRA001730	AT3G19020	85.1	4.25e-104	350
BRA001733	AT3G19090	78.2	7.06e-233	645
BRA001735	AT3G19130	79.7	4.53e-196	548
BRA001737	AT3G19160	70.8	2.79e-159	447
BRA001738	AT3G19170	91.6	0	1965
BRA001739	AT3G63220	85.8	1.21e-228	625
BRA001740	AT3G19260	88.3	1.01e-185	514
BRA001747	AT3G19480	91	0	995
BRA001748	AT3G19460	70.5	1.13e-99	287
BRA001753	AT3G19595	70.5	4.6e-146	412
BRA001755	AT3G19610	82.9	0	890
BRA001757	AT3G19630	89.5	2.8e-240	656
BRA001760	AT3G19690	79	1.61e-96	275
BRA001764	AT3G20030	60.5	3.19e-153	438
BRA001766	AT3G19930	93.4	0	965
BRA001769	AT3G19970	87.2	6.33e-266	726
BRA001775	AT3G20080	71.8	2.24e-258	714
BRA001776	AT3G20150	79.1	0	1521
BRA001778	AT3G20170	84.6	3.1e-174	497
BRA001779	AT3G20190	81.7	0	1037
BRA001785	AT3G20360	77.4	6.62e-168	469
BRA001789	AT3G20410	91.6	0	964
BRA001791	AT3G20530	88.7	3.16e-239	654
BRA001792	AT3G20550	87.3	6.21e-111	324
BRA001793	AT3G20560	88	0	868
BRA001796	AT3G20600	78.6	1.27e-115	328
BRA001801	AT3G20750	56.1	2.84e-64	196
BRA001802	AT3G20770	79.4	0	929
BRA001804	AT3G20890	82.5	6.13e-162	451
BRA001805	AT3G20898	63	9.87e-44	139
BRA001806	AT3G20910	68.3	1.53e-128	368
BRA001810	AT3G21070	85.3	6.24e-318	869
BRA001813	AT1G51550	71.5	2.7e-239	662
BRA001815	AT3G21150	66.8	2.1e-85	252
BRA001818	AT3G21220	88.4	2.16e-203	560
BRA001819	AT3G21230	86.4	0	941
BRA001822	AT3G21270	79.4	2.23e-90	263
BRA001824	AT3G21305	76.6	1.23e-30	102
BRA001827	AT3G21340	85.6	0	1490
BRA001828	AT3G21400	85.4	3.33e-101	289
BRA001829	AT3G21410	66.4	6.99e-171	482
BRA001831	AT3G21460	97.1	9.85e-68	197
BRA001833	AT3G21530	87.1	7.99e-286	778
BRA001834	AT3G21580	89.3	2.55e-231	635
BRA001836	AT3G21610	81.1	1.2e-95	274
BRA001837	AT3G21620	92.9	0	1389
BRA001842	AT3G21710	76.6	5.79e-106	303
BRA001845	AT3G21760	80	1.33e-290	793
BRA001847	AT3G21790	70.1	6.73e-248	684
BRA001848	AT3G21865	87.2	9.36e-163	452
BRA001849	AT3G21970	53	3.61e-92	272
BRA001852	AT3G22120	86.2	5.8e-48	162
BRA001862	AT3G22290	94.9	1.04e-245	668
BRA001864	AT3G22320	94.6	1.2e-136	380
BRA001868	AT3G22480	87.2	1.55e-78	228
BRA001872	AT3G22540	87.3	3.69e-64	189
BRA001874	AT3G22600	67.6	7.51e-67	201
BRA001875	AT3G22620	81	1.76e-103	296
BRA001876	AT3G22650	71.6	7.43e-213	588
BRA001881	AT3G22670	84	7.03e-228	640
BRA001882	AT3G22680	79.1	1.22e-85	248
BRA001886	AT3G22840	86.2	4.02e-107	305
BRA001889	AT3G22850	85.9	2.88e-163	451
BRA001891	AT3G22890	92.9	0	865
BRA001894	AT3G22942	93	7.91e-62	182
BRA001895	AT1G23280	64.1	8.68e-118	340
BRA001896	AT3G22960	89.4	0	1017
BRA001899	AT3G23030	85.6	1.55e-101	292
BRA001902	AT1G63590	60.5	2.06e-87	262
BRA001904	AT3G23140	57.9	9.67e-52	162
BRA001905	AT3G23170	74.1	5.16e-44	138
BRA001907	AT3G23250	82.9	7.03e-171	473
BRA001909	AT3G23300	92	0	1165
BRA001913	AT3G23440	73.1	2.08e-52	160
BRA001917	AT1G66390	77.6	1.27e-148	414
BRA001919	AT3G23790	86.7	0	1245
BRA001924	AT3G23870	90.4	5.4e-211	579
BRA001925	AT3G24050	68.9	6.74e-111	320
BRA001929	AT3G24140	85.6	3.37e-224	619
BRA001931	AT3G24170	91.4	0	899
BRA001933	AT3G24250	60.2	5.01e-23	87
BRA001934	AT3G23990	94.3	0	1010
BRA001935	AT3G23980	71.5	3.1e-253	716
BRA001942	AT1G48520	82	9.99989e-320	871
BRA001944	AT3G24340	59	0	1147
BRA001946	AT3G24360	82.7	7.79e-245	672
BRA001948	AT3G24450	93.5	6.96e-95	269
BRA001949	AT3G24460	91.3	2.68e-272	740
BRA001950	AT3G24480	84.2	1.19e-118	365
BRA001951	AT3G24490	74.1	7.78e-144	409
BRA001952	AT3G24503	88	0	918
BRA001954	AT2G15980	78.2	1.41e-180	515
BRA001956	AT2G16050	90.9	5.48e-174	478
BRA001958	AT2G16060	92.5	3.82e-104	294
BRA001959	AT2G16070	77.7	5.21e-153	429
BRA001960	AT2G16090	81.7	0	951
BRA001967	AT2G16120	92.5	0	914
BRA001971	AT2G16250	78.3	0	918
BRA001973	AT2G16270	59	3.17e-232	664
BRA001974	AT2G16280	92.1	0	936
BRA001975	AT2G16365	72.8	8.01e-190	545
BRA001976	AT2G16400	75.4	8.49e-221	614
BRA001977	AT2G16405	93	9.24e-316	855
BRA001980	AT2G16570	90.3	0	976
BRA001982	AT2G16595	84.6	4.08e-138	388
BRA001983	AT2G16630	75.1	3.35e-172	482
BRA001984	AT2G16650	84	4.96e-301	822
BRA001986	AT5G42180	85.5	2.9e-204	560
BRA001996	AT2G16750	81.9	0	988
BRA001999	AT2G16860	88	1.99e-174	483
BRA002000	AT2G16880	68.6	2.75e-19	87.8
BRA002001	AT2G20780	92.4	0	902
BRA002004	AT2G16910	87.4	0	952
BRA002005	AT2G16920	78.3	0	1644
BRA002007	AT3G44150	88.8	4.31e-155	430
BRA002010	AT1G34360	67.2	7.45e-159	461
BRA002015	AT2G17010	83.7	0	1414
BRA002021	AT2G17120	68.1	3.38e-165	465
BRA002022	AT2G13100	83.7	4.64e-284	777
BRA002023	AT2G17130	95.9	1.5e-252	687
BRA002024	AT2G17140	92	1.31e-189	566
BRA002025	AT2G17150	79.7	0	1374
BRA002028	AT2G17200	83.4	1.82e-283	780
BRA002030	AT2G17210	78.6	0	1018
BRA002031	AT2G17220	85.6	9.44e-244	668
BRA002034	AT2G17230	93.4	1.23e-236	646
BRA002035	AT2G17240	75.6	1.62e-47	150
BRA002043	AT3G11490	74.2	2.85e-191	540
BRA002046	AT3G11520	75.3	6.87e-195	544
BRA002047	AT2G17265	92.4	9.14e-230	629
BRA002049	AT2G17300	78.7	2.56e-61	184
BRA002050	AT2G17350	100	5.25e-61	182
BRA002053	AT2G17370	77.2	5.49e-295	810
BRA002054	AT2G17380	99.4	1.39e-111	313
BRA002058	AT2G17410	62.1	2.08e-280	794
BRA002059	AT2G21045	80.1	6.11e-82	238
BRA002061	AT2G17450	82.6	6.57e-102	291
BRA002062	AT2G17470	80.5	6.6e-293	805
BRA002068	AT2G17500	90.7	4.13e-259	706
BRA002069	AT2G17525	81.5	1.54e-180	525
BRA002070	AT2G17530	91.5	7.01e-303	820
BRA002072	AT2G17550	81.8	0	1187
BRA002075	AT2G17650	89	0	960
BRA002079	AT2G17705	89	3.89e-88	251
BRA002080	AT2G17710	84.6	3.27e-84	243
BRA002084	AT2G17730	89.5	7.94e-125	353
BRA002085	AT1G45616	59.3	1.04e-245	716
BRA002090	AT2G17770	59.6	3.63e-60	185
BRA002091	AT2G17787	55	1.86e-85	259
BRA002092	AT2G17790	92.4	0	1431
BRA002095	AT2G17820	86.4	0	1988
BRA002096	AT2G17840	80.6	7.54e-251	689
BRA002098	AT2G17860	78.1	1.05e-143	402
BRA002100	AT2G17900	87.3	1.05e-311	846
BRA002102	AT5G17720	80.9	1.5e-270	739
BRA002103	AT5G17760	88.5	2.26e-309	842
BRA002104	AT5G17770	92.9	5.08e-196	536
BRA002105	AT5G17780	80	3.91e-203	562
BRA002106	AT5G17790	70.9	0	892
BRA002109	AT5G17830	58.6	2.1e-155	449
BRA002110	AT5G17850	82.5	0	889
BRA002118	AT5G17980	84.3	0	1787
BRA002119	AT5G17990	85.2	2.44e-249	684
BRA002129	AT5G18070	82.8	0	880
BRA002131	AT5G18030	83.8	1.69e-51	156
BRA002132	AT5G18000	56.7	1.44e-109	320
BRA002133	AT5G18100	89.2	1.36e-103	293
BRA002135	AT5G18120	83.4	6.78e-163	454
BRA002136	AT5G18130	71	1.84e-132	375
BRA002137	AT5G18140	74.6	5e-167	468
BRA002138	AT5G18150	79.3	1.4e-41	130
BRA002139	AT5G18170	95.4	1.2e-296	802
BRA002140	AT5G18190	90.2	0	1154
BRA002141	AT5G18200	88.6	2.13e-235	642
BRA002142	AT5G18210	89.1	6.61e-143	401
BRA002143	AT5G18220	89.8	0	897
BRA002145	AT5G18240	87.7	1.52e-223	616
BRA002146	AT5G18250	89.5	4.81e-85	244
BRA002147	AT5G18260	61.8	1.19e-114	336
BRA002150	AT5G18280	91.9	0	867
BRA002151	AT5G18290	84.4	1.16e-141	396
BRA002152	AT5G18310	79.6	3.7e-75	221
BRA002157	AT5G18420	78.6	2.49e-259	711
BRA002158	AT5G18440	59	1.04e-122	365
BRA002159	AT5G18450	76.5	1.41e-162	454
BRA002162	AT5G18490	86.1	0	1014
BRA002165	AT5G44630	75.1	1.68e-310	849
BRA002166	AT5G18525	83.5	0	2664
BRA002170	AT5G18590	89.1	0	1164
BRA002172	AT5G18610	93.6	0	930
BRA002173	AT5G18620	87.7	0	1780
BRA002174	AT5G18630	82.2	8.02e-222	608
BRA002175	AT5G18640	83.6	1.81e-226	620
BRA002177	AT5G18660	82.9	1.29e-244	671
BRA002178	AT5G18670	87	0	928
BRA002179	AT5G18680	88.5	4.38e-247	675
BRA002180	AT5G18690	66.9	5.74e-32	109
BRA002181	AT5G18700	89.8	0	2409
BRA002183	AT5G18730	68.4	6.47e-240	670
BRA002184	AT5G18750	71.2	3.53e-122	368
BRA002186	AT5G18800	99.1	1.36e-78	225
BRA002189	AT5G18840	91.1	8.73e-313	849
BRA002191	AT5G18860	83.6	0	1531
BRA002192	AT5G18900	90.9	4.03e-204	558
BRA002194	AT5G18930	90	7.9e-226	617
BRA002195	AT5G18940	95.3	1.77e-235	642
BRA002196	AT5G18950	68.4	4.48e-122	365
BRA002199	AT5G18980	87.4	0	1384
BRA002202	AT5G19020	86.5	5.06e-308	849
BRA002203	AT5G19025	84.5	1.03e-101	294
BRA002204	AT5G19040	87.2	1.29e-210	578
BRA002206	AT5G19060	79.8	0	958
BRA002207	AT5G19070	91.8	2.5e-175	484
BRA002214	AT5G19120	76.9	9.86e-202	560
BRA002215	AT5G19130	88.9	0	1238
BRA002216	AT5G19140	93.6	6.63e-160	441
BRA002218	AT5G19160	81.4	9.85e-299	812
BRA002219	AT5G19180	87.5	1.53e-289	788
BRA002220	AT5G19190	79.5	5.81e-65	194
BRA002223	AT5G19280	78	9.61e-313	857
BRA002225	AT5G19300	82.4	2.49e-193	539
BRA002227	AT5G19320	87	5.05e-219	616
BRA002228	AT5G19330	90.6	4.13e-307	854
BRA002233	AT5G19400	73.2	0	1401
BRA002234	AT5G19410	89.1	8.73e-293	804
BRA002236	AT5G19440	90.7	1.6e-218	597
BRA002238	AT5G19460	79.4	3.16e-177	498
BRA002239	AT5G19480	90.3	3.78e-77	230
BRA002244	AT5G19530	94.3	8.38e-236	642
BRA002249	AT5G19610	91.4	0	2496
BRA002250	AT5G19620	87.3	0	1226
BRA002251	AT5G19640	86.1	0	1018
BRA002252	AT5G19650	72.1	1.14e-91	267
BRA002253	AT5G19670	84	0	996
BRA002254	AT5G19680	89.3	2.82e-154	435
BRA002256	AT5G19700	87.8	0	877
BRA002257	AT5G19730	90.9	2.64e-265	720
BRA002261	AT5G19770	99.6	0	901
BRA002262	AT5G19790	80.9	5.75e-138	387
BRA002264	AT5G19850	88.3	6.66e-233	637
BRA002266	AT5G19860	78.1	6.89e-90	260
BRA002270	AT5G19880	91.2	1.47e-217	595
BRA002272	AT5G19900	65.6	2.34e-184	523
BRA002273	AT5G19910	66.8	5.93e-96	278
BRA002274	AT5G19920	66.3	2.12e-297	821
BRA002275	AT5G19930	93.8	3.26e-191	525
BRA002276	AT5G19940	81.3	5.08e-128	360
BRA002277	AT5G19950	78.5	5.65e-183	514
BRA002279	AT5G19990	98.1	2.39e-291	789
BRA002280	AT5G20190	80.5	1.57e-89	267
BRA002282	AT5G20220	84	7.18e-169	487
BRA002283	AT5G20230	69.9	2.66e-75	223
BRA002286	AT5G20250	82.9	0	1422
BRA002287	AT5G20260	83.4	6.55e-276	754
BRA002289	AT5G20280	94.6	0	1952
BRA002290	AT5G20290	93.4	1.91e-131	369
BRA002291	AT5G20300	81.8	0	1239
BRA002293	AT5G20320	81.2	0	2618
BRA002298	AT5G20400	86.2	6.25e-226	618
BRA002302	AT5G20420	80.6	0	1962
BRA002305	AT5G20480	82.2	1.88e-298	856
BRA002307	AT5G20510	86.8	1.02e-156	436
BRA002308	AT5G20520	92.8	3.41e-212	580
BRA002313	AT5G20590	81.9	5.13e-295	805
BRA002314	AT5G20600	74.9	1.11e-266	736
BRA002318	AT5G20650	84.9	3.06e-80	233
BRA002320	AT5G20680	80.4	2.75e-314	858
BRA002321	AT5G20690	75	2.17e-257	723
BRA002322	AT5G20700	89.6	2.54e-159	441
BRA002325	AT5G20710	87.2	0	1528
BRA002328	AT5G20740	80.3	3.23e-109	312
BRA002331	AT5G20820	90.5	2.73e-79	229
BRA002336	AT5G20885	79.5	2.12e-92	266
BRA002337	AT5G20890	96.2	0	988
BRA002338	AT5G20900	64.7	6.64e-73	218
BRA002341	AT5G20920	83.9	1.21e-147	413
BRA002347	AT5G20960	82.8	0	2245
BRA002350	AT5G21040	89.2	3.42e-233	644
BRA002352	AT5G21060	85.7	1.19e-229	630
BRA002354	AT5G21090	96.8	6.64e-82	243
BRA002358	AT5G21120	61.2	1.18e-202	573
